Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Amazon_Testsuite,Chrome 121.0.0.0,,,31-01-2024 21:42:22,31-01-2024 21:47:54,5m - 32.745s,FAILED
,,,,,,,
Test Cases/TC_Amazon_Home_001,Chrome 121.0.0.0,,,31-01-2024 21:42:22,31-01-2024 21:43:08,45.967s,PASSED
"openBrowser("""")",Chrome 121.0.0.0,,,31-01-2024 21:42:23,31-01-2024 21:42:28,4.476s,PASSED
"navigateToUrl(""https://www.amazon.com/"")",Chrome 121.0.0.0,,,31-01-2024 21:42:28,31-01-2024 21:42:29,1.285s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/TC_Amazon_Home_001_OR/Page_Amazon.com. Spend less. Smile more/select_All Departments        Arts  Crafts _135c92""), ""search-alias=stripbooks-intl-ship"", true)",Chrome 121.0.0.0,,,31-01-2024 21:42:29,31-01-2024 21:43:02,32.820s,PASSED
"setText(findTestObject(""Object Repository/TC_Amazon_Home_001_OR/Page_Amazon.com. Spend less. Smile more/input_field-keywords""), ""da vinci code"")",Chrome 121.0.0.0,,,31-01-2024 21:43:02,31-01-2024 21:43:03,1.262s,PASSED
"click(findTestObject(""Object Repository/TC_Amazon_Home_001_OR/Page_Amazon.com. Spend less. Smile more/inputnav-search-submit-button""))",Chrome 121.0.0.0,,,31-01-2024 21:43:03,31-01-2024 21:43:08,4.657s,PASSED
closeBrowser(),Chrome 121.0.0.0,,,31-01-2024 21:43:08,31-01-2024 21:43:08,0.509s,PASSED
,,,,,,,
Test Cases/TC_Amazon_Home_002,Chrome 121.0.0.0,,,31-01-2024 21:43:08,31-01-2024 21:43:49,40.466s,FAILED
"openBrowser("""")",Chrome 121.0.0.0,,,31-01-2024 21:43:09,31-01-2024 21:43:10,1.645s,PASSED
"navigateToUrl(""https://www.amazon.com/"")",Chrome 121.0.0.0,,,31-01-2024 21:43:10,31-01-2024 21:43:12,1.276s,PASSED
"click(findTestObject(""Object Repository/TC_Amazon_Home_002_OR/Page_Amazon.com. Spend less. Smile more/span_Sign in""))",Chrome 121.0.0.0,,,31-01-2024 21:43:12,31-01-2024 21:43:49,37.146s,FAILED
,,,,,,,
Test Cases/TC_Amazon_Home_003,Chrome 121.0.0.0,,,31-01-2024 21:43:49,31-01-2024 21:45:24,1m - 34.855s,PASSED
"openBrowser("""")",Chrome 121.0.0.0,,,31-01-2024 21:43:49,31-01-2024 21:43:51,2.268s,PASSED
"navigateToUrl(""https://www.amazon.com/"")",Chrome 121.0.0.0,,,31-01-2024 21:43:51,31-01-2024 21:43:53,1.853s,PASSED
"click(findTestObject(""Object Repository/TC_Amazon_Home_003_OR/Page_Amazon.com. Spend less. Smile more/span_Hello, sign in""))",Chrome 121.0.0.0,,,31-01-2024 21:43:53,31-01-2024 21:44:23,29.405s,PASSED
"setText(findTestObject(""Object Repository/TC_Amazon_Home_003_OR/Page_Amazon Sign-In/input_email""), ""gummallajahnavi2002@gmail.com"")",Chrome 121.0.0.0,,,31-01-2024 21:44:23,31-01-2024 21:44:25,2.078s,PASSED
